timestamp,video_name,label,score,frame,person_num
2024-08-11 23:43:05.440000,dir00004_4/file0004.dat,1,82.56697879702708,82,0
2024-08-12 01:44:16.440000,dir00015_14/file0047.dat,1,107.34071680914847,41,0
2024-08-12 03:09:15.960000,dir00020_21/file0079.dat,1,56.394701510764044,41,0
2024-08-12 03:14:03.400000,dir00020_22/file0003.dat,1,99.21559347068217,82,0
2024-08-12 03:18:51.480000,dir00020_22/file0056.dat,1,64.16463279266924,0,0
2024-08-12 03:18:53.120000,dir00020_22/file0056.dat,1,62.38907746128611,41,0
2024-08-12 03:18:54.760000,dir00020_22/file0056.dat,1,61.57415015466035,82,0
2024-08-12 03:47:37.280000,dir00020_24/file0114.dat,1,28.26517572835287,0,0
2024-08-12 04:11:37.320000,dir00020_26/file0120.dat,2,20.527588236211187,0,0
2024-08-12 04:11:37.320000,dir00020_26/file0120.dat,3,21.912443557066005,0,1
2024-08-12 04:11:37.320000,dir00020_26/file0120.dat,1,25.022607223820174,0,2
2024-08-12 04:11:38.960000,dir00020_26/file0120.dat,2,48.29282363023885,41,0
2024-08-12 04:11:38.960000,dir00020_26/file0120.dat,3,86.07996565639314,41,1
2024-08-12 04:11:40.600000,dir00020_26/file0120.dat,3,54.68545227405481,82,0
2024-08-12 04:15:35.840000,dir00020_27/file0035.dat,2,62.2715471996449,41,0
2024-08-12 04:21:08.920000,dir00020_27/file0096.dat,2,21.6125758883234,0,0
2024-08-11 12:42:36.840000,dir00029/file0074.dat,2,72.86652644888531,41,0
2024-08-11 12:42:36.840000,dir00029/file0074.dat,1,70.96124477722033,41,1
2024-08-11 12:42:40.520000,dir00029/file0075.dat,1,18.47705024314694,0,0
2024-08-11 12:42:42.160000,dir00029/file0075.dat,1,81.61704774494471,41,0
2024-08-11 12:42:43.800000,dir00029/file0075.dat,1,62.5217570590403,82,0
2024-08-11 12:42:43.800000,dir00029/file0075.dat,2,64.00033467390736,82,1
2024-08-11 12:45:52.200000,dir00029/file0110.dat,3,94.20871015750393,0,0
2024-08-11 12:45:55.480000,dir00029/file0110.dat,2,85.67335341936202,82,0
2024-08-11 12:54:14.760000,dir00030/file0073.dat,2,78.5355051983431,82,0
2024-08-11 12:54:18.800000,dir00030/file0074.dat,2,96.2280461257408,0,0
2024-08-11 12:54:20.440000,dir00030/file0074.dat,2,63.72286726247762,41,0
2024-08-11 13:10:32.160000,dir00031/file0123.dat,3,23.938370336143084,0,0
2024-08-11 13:10:32.160000,dir00031/file0123.dat,2,37.32195387640334,0,1
2024-08-11 13:10:33.800000,dir00031/file0123.dat,2,102.92032817673437,41,0
2024-08-11 13:10:33.800000,dir00031/file0123.dat,3,49.74548150696304,41,1
2024-08-11 13:10:35.440000,dir00031/file0123.dat,3,70.81396418436069,82,0
2024-08-11 13:13:00.400000,dir00032/file0022.dat,2,14.78867112748791,0,0
2024-08-11 13:13:02.040000,dir00032/file0022.dat,2,71.64162008394916,41,0
2024-08-11 13:13:03.680000,dir00032/file0022.dat,2,71.52107527457213,82,0
2024-08-11 13:13:16.800000,dir00032/file0025.dat,2,15.911353692862887,0,0
2024-08-11 13:13:18.440000,dir00032/file0025.dat,2,27.74765391136047,41,0
2024-08-11 13:20:48.800000,dir00032/file0107.dat,2,65.16548797242561,41,0
2024-08-11 13:25:27.600000,dir00033/file0030.dat,3,24.72687367293026,0,0
2024-08-11 13:25:30.880000,dir00033/file0030.dat,3,89.05115040396248,82,0
2024-08-11 13:30:37.040000,dir00033/file0086.dat,3,18.868120210348337,0,0
2024-08-11 13:30:37.040000,dir00033/file0086.dat,2,18.77275004509406,0,1
2024-08-11 13:30:38.680000,dir00033/file0086.dat,3,55.49968019501312,41,0
2024-08-11 13:31:24.000000,dir00033/file0095.dat,3,19.729555452542858,0,0
2024-08-11 13:31:24.000000,dir00033/file0095.dat,2,72.08199221594373,0,1
2024-08-11 13:31:25.640000,dir00033/file0095.dat,2,58.96407140546765,41,0
2024-08-11 13:31:25.640000,dir00033/file0095.dat,3,87.98480805728701,41,1
